sample_id,project_id,assembly_id,sample_name,latitude_and_longitude,location,species,data_type,download
CNS0701132,CNP0004049,CNA0055547,GOMC.bin.659,45.93 N 129.98 W,Pacific Ocean,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701132/
CNS0704568,CNP0004049,CNA0056167,GOMC.bin.4265,36.23 N 33.90 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704568/
CNS0708860,CNP0004049,CNA0059396,GOMC.bin.10082,27.73 N 154.90 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Croceivirga;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708860/
CNS0712521,CNP0004049,CNA0065753,GOMC.bin.14006,26.28 N 86.81 W,Atlantic Ocean,d__Bacteria;p__TA06;c__DG-26;o__E44-bin18;f__E44-bin18;g__E44-bin18;s__E44-bin18 sp004376575,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712521/
CNS0703909,CNP0004049,CNA0061731,GOMC.bin.3606,37.29 N 32.28 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DRMK01;f__DRMK01;g__DRMK01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703909/
CNS0713817,CNP0004049,CNA0068220,GOMC.bin.15317,68.60 S 78.19 E,Southern Ocean,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulforhopalus;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713817/
CNS0713202,CNP0004049,CNA0067605,GOMC.bin.14687,50.00 N 145.00 W,Pacific Ocean,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__UBA8106;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713202/
CNS0716500,CNP0004049,CNA0054794,GOMC.bin.11145,48.60 N 123.50 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0716500/
CNS0712843,CNP0004049,CNA0066917,GOMC.bin.14328,10.62 N 65.17 W,Atlantic Ocean,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__UBA2979;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712843/
CNS0708179,CNP0004049,CNA0065213,GOMC.bin.9352,48.59 N 123.50 W,Pacific Ocean,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708179/
CNS0706741,CNP0004049,CNA0057675,GOMC.bin.7914,19.93 S 146.52 E,Pacific Ocean,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__QQVD01;g__WTGL01;s__WTGL01 sp011525365,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706741/
CNS0703087,CNP0004049,CNA0057185,GOMC.bin.2784,27.02 N 111.38 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__B8-G4;s__B8-G4 sp003648285,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703087/
CNS0704285,CNP0004049,CNA0063760,GOMC.bin.3982,37.29 N 32.28 W,Atlantic Ocean,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__QNZT01;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704285/
CNS0705269,CNP0004049,CNA0059331,GOMC.bin.5032,27.34 S 153.56 E,Pacific Ocean,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp014279815,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705269/
CNS0709825,CNP0004049,CNA0064547,GOMC.bin.11223,67.09 N 50.00 W,Arctic Ocean,d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Palsa-1515;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709825/
CNS0716452,CNP0004049,CNA0054746,GOMC.bin.10966,34.64 N 77.11 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__SG8-30;s__SG8-30 sp001303245,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0716452/
CNS0707097,CNP0004049,CNA0059541,GOMC.bin.8270,22.53 N 114.03 E,Indian Ocean,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__RBG-16-57-9;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707097/
CNS0706572,CNP0004049,CNA0056973,GOMC.bin.7745,30.12 N 42.12 W,Atlantic Ocean,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__PNC22;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706572/
CNS0701953,CNP0004049,CNA0058476,GOMC.bin.1490,36.61 N 122.62 W,Pacific Ocean,d__Bacteria;p__UBA10199;c__UBA10199;o__DTNB01;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701953/
CNS0707447,CNP0004049,CNA0061684,GOMC.bin.8620,9.28 N 79.97 W,Atlantic Ocean,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707447/
CNS0704776,CNP0004049,CNA0056811,GOMC.bin.4473,63.43 N 10.43 E,Arctic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-21967;g__Oceanicoccus;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704776/
CNS0708928,CNP0004049,CNA0059819,GOMC.bin.10150,36.77 N 24.52 E,Atlantic Ocean,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__S146-37;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708928/
CNS0702096,CNP0004049,CNA0059330,GOMC.bin.1633,34.86 S 179.05 E,Pacific Ocean,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__S139-71;s__S139-71 sp015484985,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702096/
CNS0700839,CNP0004049,CNA0055242,GOMC.bin.343,27.37 N 90.57 W,Atlantic Ocean,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__CAIJNA01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0700839/
CNS0710734,CNP0004049,CNA0059943,GOMC.bin.12136,37.84 N 122.29 W,Pacific Ocean,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710734/
CNS0701246,CNP0004049,CNA0055782,GOMC.bin.773,18.38 N 81.80 W,Atlantic Ocean,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Pyrodictiaceae;g__SZUA-1443;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701246/
CNS0714740,CNP0004049,CNA0053034,GOMC.bin.2660,47.56 N 129.06 W,Pacific Ocean,d__Bacteria;p__Nitrospinota;c__UBA7883;o__UBA7883;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714740/
CNS0702219,CNP0004049,CNA0060069,GOMC.bin.1756,34.86 S 179.05 E,Pacific Ocean,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAADDB01;f__JAADDB01;g__S141-23;s__S141-23 sp015490995,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702219/
CNS0707074,CNP0004049,CNA0059417,GOMC.bin.8247,39.61 N 119.35 E,Pacific Ocean,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2686945;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707074/
CNS0703555,CNP0004049,CNA0059572,GOMC.bin.3252,18.21 N 144.71 E,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__QNXT01;s__QNXT01 sp003973505,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703555/
CNS0701813,CNP0004049,CNA0057736,GOMC.bin.1350,73.76 N 8.46 E,Arctic Ocean,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA9933;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701813/
CNS0707410,CNP0004049,CNA0061455,GOMC.bin.8583,31.42 N 81.30 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Oceanospirillum;s__Oceanospirillum sanctuarii,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707410/
CNS0706486,CNP0004049,CNA0065767,GOMC.bin.7659,1.45 N 103.76 E,Indian Ocean,d__Bacteria;p__Omnitrophota;c__Koll11;o__4484-171;f__4484-171;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706486/
CNS0716469,CNP0004049,CNA0054763,GOMC.bin.10984,34.65 N 77.11 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9339;f__UBA9339;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0716469/
CNS0702857,CNP0004049,CNA0056341,GOMC.bin.2405,27.04 N 111.25 W,Pacific Ocean,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__Sulfurovum sp002085305,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702857/
CNS0706706,CNP0004049,CNA0057511,GOMC.bin.7879,18.20 N 104.20 W,Pacific Ocean,d__Bacteria;p__Actinobacteriota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__M55B120;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706706/
CNS0713169,CNP0004049,CNA0067572,GOMC.bin.14654,50.05 N 123.82 W,Pacific Ocean,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713169/
CNS0704190,CNP0004049,CNA0063224,GOMC.bin.3887,9.84 N 104.29 W,Pacific Ocean,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704190/
CNS0706623,CNP0004049,CNA0057172,GOMC.bin.7796,18.82 S 147.63 E,Pacific Ocean,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bin134;g__Bin134;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706623/
CNS0707474,CNP0004049,CNA0061843,GOMC.bin.8647,9.28 N 79.97 W,Atlantic Ocean,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__UBA6623;g__RI-231;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707474/
CNS0707657,CNP0004049,CNA0062775,GOMC.bin.8830,15.15 N 64.00 E,Indian Ocean,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__JABMPJ01;g__JABMPJ01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707657/
CNS0701025,CNP0004049,CNA0055428,GOMC.bin.552,45.93 N 130.01 W,Pacific Ocean,d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__QOAS01;g__QOAS01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701025/
CNS0713870,CNP0004049,CNA0068273,GOMC.bin.15370,68.60 S 78.19 E,Southern Ocean,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2210;g__UBA2210;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713870/
CNS0704126,CNP0004049,CNA0062816,GOMC.bin.3823,21.99 S 176.57 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704126/
CNS0707319,CNP0004049,CNA0060894,GOMC.bin.8492,17.47 S 149.78 W,Pacific Ocean,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfopila_A;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707319/
CNS0707965,CNP0004049,CNA0064253,GOMC.bin.9138,36.61 N 122.62 W,Pacific Ocean,d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__UBA2774;g__CR02bin9;s__CR02bin9 sp004356555,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707965/
CNS0710643,CNP0004049,CNA0059468,GOMC.bin.12045,36.80 N 121.80 W,Pacific Ocean,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__Pontiella;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710643/
CNS0703781,CNP0004049,CNA0060961,GOMC.bin.3478,27.01 N 111.41 W,Pacific Ocean,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703781/
CNS0704441,CNP0004049,CNA0064567,GOMC.bin.4138,47.57 N 129.59 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__SZUA-53;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704441/
CNS0702411,CNP0004049,CNA0061206,GOMC.bin.1959,27.01 N 111.41 W,Pacific Ocean,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__NBML01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702411/
CNS0705509,CNP0004049,CNA0060917,GOMC.bin.5272,77.53 S 161.59 E,Southern Ocean,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Gloeobacterales;f__LV9;g__Aurora;s__Aurora vandensis,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705509/
CNS0704008,CNP0004049,CNA0062229,GOMC.bin.3705,20.76 S 176.19 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__DRKS01;s__DRKS01 sp011051655,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704008/
CNS0712178,CNP0004049,CNA0066711,GOMC.bin.13663,68.58 S 77.97 E,Southern Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__QNYL01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712178/
CNS0708265,CNP0004049,CNA0065548,GOMC.bin.9438,34.39 N 119.85 W,Pacific Ocean,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__GCA-002788555;g__GCA-002788555;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708265/
CNS0704464,CNP0004049,CNA0064684,GOMC.bin.4161,47.57 N 129.59 W,Pacific Ocean,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__J102;f__J102;g__M2005;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704464/
CNS0712767,CNP0004049,CNA0066712,GOMC.bin.14252,10.62 N 65.17 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712767/
CNS0709642,CNP0004049,CNA0063649,GOMC.bin.11033,34.39 N 119.85 W,Pacific Ocean,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA1924;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709642/
CNS0708220,CNP0004049,CNA0065367,GOMC.bin.9393,34.39 N 119.85 W,Pacific Ocean,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA6807;g__UBA3084;s__UBA3084 sp002367335,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708220/
CNS0704602,CNP0004049,CNA0056279,GOMC.bin.4299,12.92 N 143.65 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704602/
CNS0714765,CNP0004049,CNA0053059,GOMC.bin.2685,47.56 N 129.06 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__JAADHS01;f__JAADHS01;g__JAADHS01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714765/
CNS0704337,CNP0004049,CNA0064011,GOMC.bin.4034,25.03 N 122.34 E,Indian Ocean,d__Bacteria;p__Patescibacteria;c__ABY1;o__JAACEG01;f__JAACEG01;g__JAACEG01;s__JAACEG01 sp011682665,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704337/
CNS0714706,CNP0004049,CNA0053000,GOMC.bin.2626,14.35 S 14.04 W,Atlantic Ocean,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__UBA6902;f__UBA6902;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714706/
CNS0707321,CNP0004049,CNA0060908,GOMC.bin.8494,17.47 S 149.78 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Agarilytica;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707321/
CNS0703831,CNP0004049,CNA0061253,GOMC.bin.3528,36.23 N 33.90 W,Atlantic Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__S010-17;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703831/
CNS0701639,CNP0004049,CNA0056983,GOMC.bin.1176,72.00 N 14.72 E,Arctic Ocean,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanocomedenaceae;g__QBUR01;s__QBUR01 sp013374385,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701639/
CNS0703339,CNP0004049,CNA0058337,GOMC.bin.3036,27.01 N 110.60 W,Pacific Ocean,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__EX4484-224;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703339/
CNS0701826,CNP0004049,CNA0057794,GOMC.bin.1363,73.76 N 8.46 E,Arctic Ocean,d__Bacteria;p__Patescibacteria;c__UBA1384;o__XYA2-FULL-43-10;f__XYA2-FULL-43-10;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701826/
CNS0704229,CNP0004049,CNA0063448,GOMC.bin.3926,9.84 N 104.29 W,Pacific Ocean,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfocapsa;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704229/
CNS0709868,CNP0004049,CNA0064740,GOMC.bin.11268,46.20 N 123.94 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709868/
CNS0707893,CNP0004049,CNA0063868,GOMC.bin.9066,36.70 N 122.36 W,Pacific Ocean,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707893/
CNS0713773,CNP0004049,CNA0068176,GOMC.bin.15273,68.46 S 78.19 E,Southern Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Glaciecola;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713773/
CNS0714289,CNP0004049,CNA0068692,GOMC.bin.15789,42.47 S 72.41 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__GCA-2401735;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714289/
CNS0700809,CNP0004049,CNA0055212,GOMC.bin.313,3.73 S 151.67 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Robiginitomaculum_A;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0700809/
CNS0707508,CNP0004049,CNA0062011,GOMC.bin.8681,36.75 N 122.02 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707508/
CNS0709783,CNP0004049,CNA0064336,GOMC.bin.11181,65.38 N 38.53 W,Arctic Ocean,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709783/
CNS0703942,CNP0004049,CNA0061899,GOMC.bin.3639,27.01 N 111.41 W,Pacific Ocean,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703942/
CNS0705656,CNP0004049,CNA0061793,GOMC.bin.5430,34.10 N 118.29 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705656/
CNS0711953,CNP0004049,CNA0065939,GOMC.bin.13438,53.80 N 128.83 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__GCA-2401735;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0711953/
CNS0707942,CNP0004049,CNA0064147,GOMC.bin.9115,16.13 N 61.77 W,Atlantic Ocean,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Caenarcaniphilales;f__Caenarcanaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707942/
CNS0713216,CNP0004049,CNA0067619,GOMC.bin.14701,48.60 N 123.50 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7312;g__JABAYQ01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713216/
CNS0709435,CNP0004049,CNA0062670,GOMC.bin.10723,16.52 N 107.14 W,Pacific Ocean,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__SHYR01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709435/
CNS0707048,CNP0004049,CNA0059252,GOMC.bin.8221,4.09 N 41.43 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Croceicoccus;s__Croceicoccus marinus,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707048/
CNS0705482,CNP0004049,CNA0060721,GOMC.bin.5245,0.87 N 97.05 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cognatiyoonia;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705482/
CNS0713390,CNP0004049,CNA0067793,GOMC.bin.14875,41.58 N 70.64 W,Atlantic Ocean,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713390/
CNS0714745,CNP0004049,CNA0053039,GOMC.bin.2665,47.56 N 129.06 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__S140-43;f__S140-43;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714745/
CNS0709976,CNP0004049,CNA0065191,GOMC.bin.11376,15.16 S 13.35 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709976/
CNS0704440,CNP0004049,CNA0064563,GOMC.bin.4137,47.57 N 129.59 W,Pacific Ocean,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704440/
CNS0709673,CNP0004049,CNA0063784,GOMC.bin.11064,34.39 N 119.85 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709673/
CNS0701703,CNP0004049,CNA0057247,GOMC.bin.1240,73.76 N 8.46 E,Arctic Ocean,d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701703/
